CODIGO_ITEM ;NRO_PIEZA ;CODIGO_2 ;CODIGO_SUSTITUTO_1 ;DESCRIPCION ;CATEGORIA ;PRECIO_1_BS ;PESO ;VOL_CM3_UNID ;VOL_CBM_UNID ;UNID_X_CAJA ;NOMBRE_FAMILIA ;NOMBRE_GRUPO ;NOMBRE_SUBGRUPO ;NOMBRE_MARCA ;NOMBRE_UNIDAD ;NOMBRE_ORIGEN ;ALMACEN ;STOCK_MINIMO ;STOCK_MAXIMO ;NOMBRE_PROVEEDOR_1 ;NOMBRE_PROVEEDOR_2 ;NOMBRE_PROVEEDOR_3 ;CANTIDAD ;
212-1320L-AE;;212-1320L-AE;;STOP REFLECTOR TOY,LAND CRUSR FJ200,,07-08 ,BACK L;ACCESORIO;823;0,1;0;0;10;TOYOTA;ACCESORIOS;ILUMINACION;DEPO;UNIDAD;TAIWAN;SUCURSAL RADIAL 26: (2), SUCURSAL KM.14: (1), A: (4), E: (0);;;DEPO;;;7;
212-1320R-AE;;212-1320R-AE;;STOP REFLECTOR TOY,LAND CRUSR FJ200,,07-08 ,BACK L;ACCESORIO;823;0,1;0;0;10;TOYOTA;ACCESORIOS;ILUMINACION;DEPO;UNIDAD;TAIWAN;SUCURSAL RADIAL 26: (2), SUCURSAL KM.14: (1), A: (5), E: (0);;;DEPO;;;8;
212-2097P-AE;;212-2097P-AE;;STOP REFLECTOR TY,HILX RVO,,15,FOG LAMP,ASSY,,ECE,;ACCESORIO;1228;4,4708;0,5;0,5;6;TOYOTA;ACCESORIOS;ILUMINACION;DEPO;SET;TAIWAN;SUCURSAL KM.14: (1), A: (0), E: (0);;;DEPO;;;1;
218-1918R-A;;218-1918-R-A;;STOP SUZUKI BALENO ,95-97;ACCESORIO;380;0,1;0;0;10;SUZUKI;ACCESORIOS;ILUMINACION;DEPO;UNIDAD;TAIWAN;A: (2), E: (0);;;DEPO;;;2;
312-1945R-US;;312-1945R-US;;STOP TOY 4 RUNNER,,'03-'05-07;ACCESORIO;886;0,1;0;0;10;TOYOTA;ACCESORIOS;ILUMINACION;DEPO;UNIDAD;TAIWAN;SUCURSAL RADIAL 26: (0), SUCURSAL KM.14: (1), A: (0), E: (0);;;DEPO;;;1;
312-1945L-US;;312-1945L-US;;STOP TOY 4 RUNNER,,'03-'05-07;ACCESORIO;886;0,1;0;0;10;TOYOTA;ACCESORIOS;ILUMINACION;DEPO;SET;TAIWAN;SUCURSAL RADIAL 26: (1), SUCURSAL KM.14: (1), A: (0), E: (0);;;DEPO;;;2;
212-1980L-2A;;212-1980L-2A;;STOP TOY COHASTER JUMBO 92/9,,,;ACCESORIO;507;0,1;0;0;10;TOYOTA;ACCESORIOS;ILUMINACION;LUCID;UNIDAD;TAIWAN;SUCURSAL KM.14: (1);2;2;DEPO;;;1;
212-1980R-2A;;212-1980R-2A;;STOP TOY COHASTER JUMBO 92/9,,,;ACCESORIO;507;0,1;0;0;10;TOYOTA;ACCESORIOS;ILUMINACION;LUCID;UNIDAD;TAIWAN;SUCURSAL KM.14: (1);2;2;DEPO;;;1;
212-1935R-2A;;212-1935-2A-R;224509;STOP TOY COROLLA EE90 88-90 NEGRO AUTO;ACCESORIO;203;0,1;0;0;10;TOYOTA;ACCESORIOS;ILUMINACION;DEPO;UNIDAD;TAIWAN;SUCURSAL RADIAL 26: (1), A: (0), E: (0);;;DEPO;;;1;
212-1989R-U;;212-1989-R;224519;STOP TOY COROLLA VAGONETA 88/91;ACCESORIO;228;0,68;0,5;0,5;10;TOYOTA;ACCESORIOS;ILUMINACION;LUCID;UNIDAD;TAIWAN;SUCURSAL KM.14: (1), A: (0), E: (2);;;DEPO;FERIA BL;;3;
212-1989L-U;;212-1989-L;224520;STOP TOY COROLLA VAGONETA 88/91;ACCESORIO;228;0,68;0,5;0,5;10;TOYOTA;ACCESORIOS;ILUMINACION;LUCID;UNIDAD;TAIWAN;SUCURSAL RADIAL 26: (1), SUCURSAL KM.14: (1), A: (3), E: (1);;;DEPO;FERIA BL;;6;
212-1914L-2;;212-1914-2L;;STOP TOY HILUX-RUNNER 84-87 BLACK;ACCESORIO;76;0,1;0;0;20;TOYOTA;ACCESORIOS;ILUMINACION;DEPO;UNIDAD;TAIWAN;SUCURSAL RADIAL 26: (1), A: (0), E: (0);;;DEPO;;;1;
212-1914L-1;;212-1914-1L;;STOP TOY HILUX-RUNNER 84-87 CROME;ACCESORIO;121;0,1;0;0;20;TOYOTA;ACCESORIOS;ILUMINACION;DEPO;UNIDAD;TAIWAN;SUCURSAL KM.14: (1), A: (0), E: (0);;;DEPO;;;1;
212-1914R-1;;212-1914-1R;;STOP TOY HILUX-RUNNER 84-87 CROME;ACCESORIO;121;0,1;0;0;20;TOYOTA;ACCESORIOS;ILUMINACION;DEPO;UNIDAD;TAIWAN;SUCURSAL KM.14: (1), A: (0), E: (0);;;DEPO;;;1;
312-1951L-US;;312-1951L-US;;STOP TOY IST 04-05 XA;ACCESORIO;1303;0,1;0;0;6;TOYOTA;ACCESORIOS;ILUMINACION;DEPO;UNIDAD;TAIWAN;SUCURSAL RADIAL 26: (1), SUCURSAL KM.14: (1), A: (3), E: (0);;;DEPO;;;5;
312-1951R-US;;312-1951R-US;;STOP TOY IST 04-05 XA;ACCESORIO;1303;0,1;0;0;6;TOYOTA;ACCESORIOS;ILUMINACION;DEPO;UNIDAD;TAIWAN;SUCURSAL RADIAL 26: (1), SUCURSAL KM.14: (1), A: (3), E: (0);;;DEPO;;;5;
212-19B6R-A;;212-19B6-A-R;;STOP TOY LAND CRUISER 98-2002 HZ206-FJ100;ACCESORIO;507;0,1;0;0;10;TOYOTA;ACCESORIOS;ILUMINACION;DEPO;UNIDAD;TAIWAN;SUCURSAL KM.14: (1), E: (0);;;DEPO;;;1;
212-19B6L-A;;212-19B6-A-L;;STOP TOY LAND CRUISER 98-2002 HZ206-FJ100;ACCESORIO;507;0,1;0;0;10;TOYOTA;ACCESORIOS;ILUMINACION;DEPO;UNIDAD;CHINA;SUCURSAL KM.14: (1), PAU: (0), A: (4), E: (0);;;DEPO;FERIA BL;;5;
312-1923R-AS-L6;;312-1923-R-AS-L6;;STOP TOY RUNNER USA 97-2000;ACCESORIO;507;0,1;0;0;10;TOYOTA;ACCESORIOS;ILUMINACION;DEPO;UNIDAD;TAIWAN;PAU: (0), A: (19), E: (0);;;DEPO;;;19;
212-19P3R-LD-AE;;212-19P3R-LD-AE;;STOP TOY VITZ/YARIS, 5D,'05/06;ACCESORIO;949;0,1;0;0;10;TOYOTA;ACCESORIOS;ILUMINACION;LUCID;UNIDAD;TAIWAN;SUCURSAL KM.14: (1);2;2;DEPO;;;1;
312-19B8R-AF;;312-19B8R-AF;228512;STOP TOY, COROLLA 14-15 OT NSF;ACCESORIO;949;0,1;0;0;6;TOYOTA;ACCESORIOS;ILUMINACION;DEPO;UNIDAD;TAIWAN;SUCURSAL RADIAL 26: (1), A: (0), E: (0);;;DEPO;;;1;
212-191NL-UE;;212-191NL-UE;;STOP TOY, HIACE, QUANTUM 2013;ACCESORIO;696;0,1;0;0;6;TOYOTA;ACCESORIOS;ILUMINACION;DEPO;UNIDAD;TAIWAN;SUCURSAL KM.14: (1), A: (0), E: (0);;;DEPO;;;1;
212-191NR-UE;;212-191NR-UE;;STOP TOY, HIACE, QUANTUM 2013;ACCESORIO;696;0,1;0;0;6;TOYOTA;ACCESORIOS;ILUMINACION;DEPO;UNIDAD;TAIWAN;SUCURSAL KM.14: (1), A: (0), E: (0);;;DEPO;;;1;
212-19Y3R3AE;;212-19Y3R3AE;;STOP TOY, LAND CRUISER FJ200-2012;ACCESORIO;1518;0,1;0;0;4;TOYOTA;ACCESORIOS;ILUMINACION;DEPO;UNIDAD;TAIWAN;A: (2), E: (0);;;DEPO;;;2;
212-191CR-UE;;228413;;STOP TOY, RAV4 2013,;ACCESORIO;734;2,05;0,5;0,5;6;TOYOTA;ACCESORIOS;ILUMINACION;DEPO;UNIDAD;TAIWAN;A: (2), E: (0);;;DEPO;;;2;
312-19B6L-UF;;312-19B6L-UF;228509;STOP TOY, RAV4 2013-15,BODY JPN BI;ACCESORIO;886;0,1;0;0;6;TOYOTA;ACCESORIOS;ILUMINACION;DEPO;UNIDAD;TAIWAN;SUCURSAL RADIAL 26: (1), SUCURSAL KM.14: (1), A: (1), E: (0);;;DEPO;;;3;
312-19B6R-UF;;312-19B6R-UF;228510;STOP TOY, RAV4 2013-15,BODY JPN BI;ACCESORIO;886;0,1;0;0;6;TOYOTA;ACCESORIOS;ILUMINACION;DEPO;UNIDAD;TAIWAN;SUCURSAL RADIAL 26: (1), SUCURSAL KM.14: (1), A: (1), E: (0);;;DEPO;;;3;
312-1976L-US;;81560-35270;228181;STOP TOY,4 RUNNER,,'06-09 USA;ACCESORIO;949;2,0667;0,5;0,5;6;TOYOTA;ACCESORIOS;ILUMINACION;DEPO;UNIDAD;TAIWAN;A: (1), E: (0);;;DEPO;;;1;
212-19J6L-U;;212-19J6-L-U;;STOP TOY,COROLA 04-05,JAPAN TIPE ECE MANUAL;ACCESORIO;507;0,1;0;0;6;TOYOTA;ACCESORIOS;ILUMINACION;DEPO;UNIDAD;TAIWAN;SUCURSAL KM.14: (1), A: (0), E: (0);;;DEPO;;;1;
212-19J6R-U;;212-19J6-R-U;;STOP TOY,COROLA 04-05,JAPAN TIPE ECE MANUAL;ACCESORIO;507;0,1;0;0;6;TOYOTA;ACCESORIOS;ILUMINACION;DEPO;UNIDAD;TAIWAN;SUCURSAL KM.14: (1), A: (1), E: (5);;;DEPO;FERIA BL;;7;
312-1980L-AS;;312-1980-L-AS;;STOP TOY,YARIS SDN ,07-09,RL MDL;ACCESORIO;1228;0,1;0;0;6;TOYOTA;ACCESORIOS;ILUMINACION;DEPO;UNIDAD;TAIWAN;SUCURSAL RADIAL 26: (1), SUCURSAL KM.14: (1), A: (2), E: (0);;;DEPO;;;4;
312-1980R-AS;;312-1980-R-AS;;STOP TOY,YARIS SDN ,07-09,RL MDL;ACCESORIO;1228;0,1;0;0;6;TOYOTA;ACCESORIOS;ILUMINACION;DEPO;UNIDAD;TAIWAN;SUCURSAL RADIAL 26: (1), SUCURSAL KM.14: (1), A: (2), E: (0);;;DEPO;;;4;
212-1923R-1;;212-1923-1-R;;STOP TOYOTA HILUX-RUNNER 80-83;ACCESORIO;140;0,1;0;0;20;TOYOTA;ACCESORIOS;ILUMINACION;DEPO;UNIDAD;TAIWAN;A: (9), E: (0);;;DEPO;;;9;
228161;;212-19C7-R-UE;;STOP TOYOTA VITZ / YARIS 99/02;ACCESORIO;696;1,07;0,001;0,001;1;TOYOTA;ACCESORIO;LUCES;DEPO;UNIDAD;TAIWAN;SUCURSAL KM.14: (2);;;FERIA BL;;;2;
228160;;212-19C7-L-UE;;STOP TOYOTA VITZ / YARIS 99/02;ACCESORIO;696;1,07;0,001;0,001;1;TOYOTA;ACCESORIO;LUCES;DEPO;UNIDAD;TAIWAN;SUCURSAL KM.14: (2);;;FERIA BL;;;2;
312-19C1L-AF;;228533;;STOP TY TUNDRA 14-15,RL ASY,,,NSF;ACCESORIO;1051;1,8;0,5;0,5;6;TOYOTA;ACCESORIOS;ILUMINACION;DEPO;UNIDAD;TAIWAN;A: (3), E: (0);;;DEPO;;;3;
312-19C1R-AF;;228534;;STOP TY TUNDRA 14-15,RL ASY,,,NSF;ACCESORIO;1051;1,7833;0,5;0,5;6;TOYOTA;ACCESORIOS;ILUMINACION;DEPO;UNIDAD;TAIWAN;A: (3), E: (0);;;DEPO;;;3;
TY07076HBR;212-1226-HBR;;;VICEL HILUX 86-88 4WD CROM-NEG '86-'88;ACCESORIO;44;0,1;0,01;0,01;10;TOYOTA;ACCESORIOS;PARTES;TYG;UNIDAD;TAIWAN;F: (1);;;TONG YANG;FERIA BL;;1;
212-1203L;;212-1203-L;;VICEL TOY COROLLA KE70-KE75 82-83 CROM-PLATA-GRIS;ACCESORIO;127;0,44;0;0;10;TOYOTA;ACCESORIOS;PARTES;TYG;UNIDAD;TAIWAN;PAU: (0), E: (3);;;DEPO;;;3;
TY07132HAL;;53132-35050-L;;VICEL TOY HILUX 92-95 NEGRO;ACCESORIO;127;0,1;0,01;0,01;10;TOYOTA;ACCESORIOS;PARTES;TYG;UNIDAD;TAIWAN;SUCURSAL RADIAL 26: (1), F: (0), A: (2);;;TONG YANG;;;3;
TY07132HAR;;53131-35050-R;;VICEL TOY HILUX 92-95 NEGRO;ACCESORIO;127;0,1;0,01;0,01;10;TOYOTA;ACCESORIOS;PARTES;TYG;UNIDAD;TAIWAN;SUCURSAL RADIAL 26: (1), F: (0), A: (2);;;TONG YANG;;;3;
;;;;;;;;;;;;;;;;;;;;;;;;
